,D1,D2,D3,D4,D5,S1
08/01/2016 08:00,0.372280382,0.364199043,0.060910039,0.182730116,0.20421945,1
08/01/2016 09:00,0.317319071,0.310430814,0.051917635,0.155752904,0.174069678,1
08/01/2016 10:00,0.277218935,0.271201158,0.045356717,0.136070152,0.152072204,1
08/01/2016 11:00,0.258443332,0.252833129,0.253708668,0.253708668,0.253708668,1
08/01/2016 12:00,0.26895767,0.263119225,0.264030384,0.264030384,0.264030384,1
08/01/2016 13:00,0.330018207,0.32285428,0.323972297,0.323972297,0.323972297,1
08/01/2016 14:00,0.41734183,0.408282311,0.409696157,0.409696157,0.409696157,1
08/01/2016 15:00,0.473304506,0.463030168,0.077438934,0.232316801,0.259637602,1
08/01/2016 16:00,0.477264451,0.466904152,0.078086833,0.2342605,0.261809884,1
08/01/2016 17:00,0.466158398,0.456039185,0.076269735,0.228809205,0.255717507,1
08/01/2016 18:00,0.460013655,0.45002783,0.075264373,0.225793119,0.252346726,1
08/01/2016 19:00,0.45564406,0.445753089,0.074549449,0.223648347,0.249949725,1
08/01/2016 20:00,0,0.458332406,0.076653262,0.229959786,0.257003398,1
08/01/2016 21:00,0,0.469219637,0.078474084,0.235422252,0.263108259,1
08/01/2016 22:00,0,0.463876211,0.077580429,0.232741287,0.260112008,1
08/01/2016 23:00,0,0.464299232,0.46590706,0.46590706,0.46590706,1
09/01/2016 00:00,0,0.460514305,0.462109026,0.462109026,0.462109026,1
09/01/2016 01:00,0,0.465056217,0.466666667,0.466666667,0.466666667,1
09/01/2016 02:00,0,0.467416231,0.469034853,0.469034853,0.469034852,1
09/01/2016 03:00,0,0.474407214,0.476050045,0.476050044,0.476050045,1
09/01/2016 04:00,0,0.475676277,0.079553917,0.238661752,0.266728729,1
09/01/2016 05:00,0,0.479617054,0.080212988,0.240638963,0.268938463,1
09/01/2016 06:00,0.480860264,0.470421908,0.078675156,0.236025469,0.263782415,1
09/01/2016 07:00,0.456190259,0.446287432,0.074638814,0.223916443,0.25024935,1
09/01/2016 08:00,0.416863905,0.407814761,0.068204498,0.204613494,0.228676345,1
09/01/2016 09:00,0.37835685,0.370143605,0.06190423,0.18571269,0.207552778,1
09/01/2016 10:00,0.33736914,0.330045642,0.055198094,0.165594281,0.185068414,1
09/01/2016 11:00,0.300022758,0.293509963,0.294526363,0.294526363,0.294526363,1
09/01/2016 12:00,0.293786982,0.287409551,0.288404826,0.288404826,0.288404826,1
09/01/2016 13:00,0.348634502,0.341066459,0.342247542,0.342247542,0.342247542,1
09/01/2016 14:00,0.415202549,0.406189469,0.407596068,0.407596068,0.407596068,1
09/01/2016 15:00,0.443832499,0.434197929,0.07261692,0.21785076,0.243470333,1
09/01/2016 16:00,0.460491579,0.45049538,0.075342568,0.226027703,0.252608897,1
09/01/2016 17:00,0.476217569,0.465879995,0.07791555,0.233746649,0.261235602,1
09/01/2016 18:00,0.491647701,0.480975175,0.080440125,0.241320375,0.26970001,1
09/01/2016 19:00,0.499089668,0.488255594,0.08165773,0.24497319,0.273782402,1
09/01/2016 20:00,0,0.481999332,0.080611409,0.241834227,0.270274292,1
09/01/2016 21:00,0,0.474117778,0.079293268,0.237879803,0.265854822,1
09/01/2016 22:00,0,0.468996994,0.078436848,0.235310545,0.262983415,1
09/01/2016 23:00,0,0.467126795,0.468744415,0.468744415,0.468744415,1
10/01/2016 00:00,0,0.475720806,0.477368186,0.477368186,0.477368186,1
10/01/2016 01:00,0,0.486185016,0.487868633,0.487868633,0.487868633,1
10/01/2016 02:00,0,0.487788044,0.489477212,0.489477212,0.489477212,1
10/01/2016 03:00,0,0.487587666,0.489276139,0.489276139,0.48927614,1
10/01/2016 04:00,0,0.486296337,0.081330057,0.24399017,0.272683777,1
10/01/2016 05:00,0,0.480418568,0.080347036,0.241041108,0.269387901,1
10/01/2016 06:00,0.4497269,0.439964377,0.073581323,0.220743968,0.246703787,1
10/01/2016 07:00,0.387960856,0.379539129,0.063475573,0.19042672,0.212821186,1
10/01/2016 08:00,0.341602185,0.334186797,0.055890676,0.167672029,0.187390509,1
10/01/2016 09:00,0.307350933,0.30067906,0.050286714,0.150860143,0.16860152,1
10/01/2016 10:00,0.326376878,0.319291996,0.053399613,0.160198838,0.17903846,1
10/01/2016 11:00,0.363313609,0.355426917,0.35665773,0.35665773,0.35665773,1
10/01/2016 12:00,0.386572599,0.378181009,0.379490617,0.379490617,0.379490617,1
10/01/2016 13:00,0.356189818,0.289706394,0.366184833,0.242476034,0.31169731,1
10/01/2016 14:00,0.402369373,0.353355578,0.40632419,0.321510802,0.368968145,1
10/01/2016 15:00,0.453482021,0.443637983,0.07419571,0.222587131,0.248763709,1
10/01/2016 16:00,0.459444697,0.449471223,0.075171284,0.225513852,0.252034616,1
10/01/2016 17:00,0.465430132,0.455326728,0.076150581,0.228451743,0.255318007,1
10/01/2016 18:00,0.471324533,0.461093176,0.077114984,0.231344951,0.258551461,1
10/01/2016 19:00,0.477241693,0.466881888,0.07808311,0.23424933,0.261797399,1
10/01/2016 20:00,0,0.475208728,0.079475722,0.238427167,0.266466557,1
10/01/2016 21:00,0,0.486296337,0.081330057,0.24399017,0.272683777,1
10/01/2016 22:00,0,0.496738283,0.083076408,0.249229223,0.27853895,1
10/01/2016 23:00,0,0.50546588,0.507216265,0.507216265,0.507216265,1
11/01/2016 00:00,0,0.509607035,0.511371761,0.51137176,0.51137176,1
11/01/2016 01:00,0,0.513191584,0.514968722,0.514968722,0.514968722,1
11/01/2016 02:00,0,0.519136146,0.52093387,0.52093387,0.52093387,1
11/01/2016 03:00,0,0.529043749,0.530875782,0.530875782,0.530875782,1
11/01/2016 04:00,0,0.536346432,0.089700626,0.269101877,0.300748658,1
11/01/2016 05:00,0,0.542803072,0.090780459,0.272341376,0.304369127,1
11/01/2016 06:00,0.544902139,0.533073583,0.089153262,0.267459786,0.298913454,1
11/01/2016 07:00,0.509626764,0.498563954,0.08338174,0.250145219,0.279562669,1
11/01/2016 08:00,0.462335002,0.452298787,0.075644176,0.226932529,0.253620132,1
11/01/2016 09:00,0.429153391,0.419837471,0.070215222,0.210645666,0.235417909,1
11/01/2016 10:00,0.411879836,0.402938885,0.067389038,0.202167113,0.225942267,1
11/01/2016 11:00,0.406235776,0.397417344,0.398793566,0.398793566,0.398793566,1
11/01/2016 12:00,0.413404643,0.404430591,0.405831099,0.405831099,0.405831099,1
11/01/2016 13:00,0.443331816,0.433708115,0.435210009,0.435210009,0.435210009,1
11/01/2016 14:00,0.520983159,0.509673828,0.511438785,0.511438784,0.511438784,1
11/01/2016 15:00,0.560468821,0.548302349,0.091700179,0.275100536,0.307452768,1
11/01/2016 16:00,0.567501138,0.55518201,0.09285076,0.278552279,0.311310441,1
11/01/2016 17:00,0.5569868,0.544895914,0.091130474,0.273391421,0.305542659,1
11/01/2016 18:00,0.542262176,0.530490927,0.088721329,0.266163986,0.297465266,1
11/01/2016 19:00,0.533477469,0.521896916,0.087284033,0.2618521,0.292646297,1
11/01/2016 20:00,0,0.510831571,0.085433423,0.256300268,0.286441561,1
11/01/2016 21:00,0,0.499988868,0.083620048,0.250860143,0.280361669,1
11/01/2016 22:00,0,0.485160859,0.081140155,0.243420465,0.272047073,1
11/01/2016 23:00,0,0.475609485,0.477256479,0.477256479,0.477256479,1
12/01/2016 00:00,0,0.479728376,0.481389634,0.481389634,0.481389634,1
12/01/2016 01:00,0,0.475921185,0.477569258,0.477569258,0.477569258,1
12/01/2016 02:00,0,0.473271735,0.474910635,0.474910635,0.474910634,1
12/01/2016 03:00,0,0.470533229,0.472162645,0.472162645,0.472162645,1
12/01/2016 04:00,0,0.465033953,0.077774054,0.233322163,0.260761196,1
12/01/2016 05:00,0,0.455504842,0.076180369,0.228541108,0.255417882,1
12/01/2016 06:00,0.444515248,0.434865858,0.072728627,0.21818588,0.243844864,1
12/01/2016 07:00,0.412198452,0.403250585,0.067441168,0.202323503,0.226117048,1
12/01/2016 08:00,0.402503414,0.393766002,0.06585493,0.19756479,0.220798703,1
12/01/2016 09:00,0.402753755,0.39401091,0.065895889,0.197687668,0.220936031,1
12/01/2016 10:00,0.412835685,0.403873984,0.067545427,0.202636282,0.226466611,1
12/01/2016 11:00,0.417250797,0.408193254,0.409606792,0.409606792,0.409606792,1
12/01/2016 12:00,0.429039599,0.419726149,0.421179625,0.421179625,0.421179625,1
12/01/2016 13:00,0.45106964,0.44127797,0.442806077,0.442806077,0.442806077,1
12/01/2016 14:00,0.485980883,0.47543137,0.477077748,0.477077748,0.477077748,1
12/01/2016 15:00,0.511197087,0.500100189,0.083638665,0.250915996,0.280424091,1
12/01/2016 16:00,0.517159763,0.50593343,0.084614239,0.253842717,0.283694998,1
12/01/2016 17:00,0.523031406,0.511677613,0.085574918,0.256724754,0.286915967,1
12/01/2016 18:00,0.532339554,0.520783703,0.087097855,0.261293566,0.292022078,1
12/01/2016 19:00,0.542125626,0.530357342,0.088698987,0.266096962,0.29739036,1
12/01/2016 20:00,0,0.540509852,0.090396932,0.271190795,0.303083236,1
12/01/2016 21:00,0,0.550194812,0.092016682,0.276050045,0.308513941,1
12/01/2016 22:00,0,0.560258266,0.093699732,0.281099196,0.314156879,1
12/01/2016 23:00,0,0.568852276,0.570822163,0.570822163,0.570822163,1
13/01/2016 00:00,0,0.576644773,0.578641644,0.578641645,0.578641644,1
13/01/2016 01:00,0,0.581565179,0.583579089,0.583579088,0.583579088,1
13/01/2016 02:00,0,0.581698764,0.583713137,0.583713137,0.583713136,1
13/01/2016 03:00,0,0.57907158,0.581076854,0.581076854,0.581076854,1
13/01/2016 04:00,0,0.577646666,0.096607834,0.289823503,0.323907178,1
13/01/2016 05:00,0,0.576488924,0.096414209,0.289242627,0.323257991,1
13/01/2016 06:00,0.574761038,0.562284315,0.094038576,0.282115728,0.315292958,1
13/01/2016 07:00,0.542444242,0.530669041,0.088751117,0.266253351,0.297565141,1
13/01/2016 08:00,0.512312244,0.501191139,0.08382112,0.25146336,0.281035825,1
13/01/2016 09:00,0.489349112,0.478726483,0.080064045,0.240192136,0.268439088,1
13/01/2016 10:00,0.472098316,0.461850161,0.077241585,0.231724754,0.25897593,1
13/01/2016 11:00,0.462084661,0.452053879,0.453619303,0.453619303,0.453619303,1
13/01/2016 12:00,0.461948111,0.451920294,0.453485255,0.453485255,0.453485255,1
13/01/2016 13:00,0.477674101,0.467304909,0.468923146,0.468923146,0.468923146,1
13/01/2016 14:00,0.522462449,0.511121006,0.512890974,0.512890974,0.512890974,1
13/01/2016 15:00,0.56465635,0.552398976,0.092385314,0.277155943,0.309749894,1
13/01/2016 16:00,0.577856168,0.565312256,0.094544981,0.283634942,0.316990833,1
13/01/2016 17:00,0.583705052,0.571034176,0.095501936,0.286505809,0.320199318,1
13/01/2016 18:00,0.58898498,0.576199488,0.096365803,0.289097408,0.323095694,1
13/01/2016 19:00,0.593126991,0.580251586,0.097043491,0.291130474,0.32536785,1
13/01/2016 20:00,0,0.579138372,0.096857313,0.290571939,0.324743631,1
13/01/2016 21:00,0,0.577223645,0.096537087,0.28961126,0.323669975,1
13/01/2016 22:00,0,0.575331181,0.096220584,0.288661752,0.322608803,1
13/01/2016 23:00,0,0.567761327,0.569727435,0.569727435,0.569727435,1
14/01/2016 00:00,0,0.564377157,0.566331546,0.566331546,0.566331546,1
14/01/2016 01:00,0,0.572882111,0.574865952,0.574865952,0.574865952,1
14/01/2016 02:00,0,0.58058555,0.582596068,0.582596068,0.582596068,1
14/01/2016 03:00,0,0.586084827,0.588114388,0.588114388,0.588114388,1
14/01/2016 04:00,0,0.594767895,0.099471254,0.298413762,0.333507665,1
14/01/2016 05:00,0,0.602248692,0.100722371,0.302167113,0.337702415,1
14/01/2016 06:00,0,0.578514973,0.096753053,0.29025916,0.324394069,1
14/01/2016 07:00,0,0.522742959,0.087425529,0.262276586,0.293120703,1
14/01/2016 08:00,0,0.472269843,0.078984212,0.236952636,0.264818619,1
14/01/2016 09:00,0,0.427296004,0.071462615,0.214387846,0.239600176,1
14/01/2016 10:00,0,0.399643772,0.066837951,0.200513852,0.224094579,1
14/01/2016 11:00,0,0.387153512,0.388494191,0.388494191,0.388494191,1
14/01/2016 12:00,0,0.395124123,0.396492404,0.396492404,0.396492404,1
14/01/2016 13:00,0,0.440097963,0.441621984,0.441621984,0.441621984,1
14/01/2016 14:00,0,0.510364021,0.512131367,0.512131367,0.512131367,1
14/01/2016 15:00,0,0.535544918,0.089566577,0.268699732,0.30029922,1
14/01/2016 16:00,0,0.541689858,0.090594281,0.271782842,0.303744908,1
14/01/2016 17:00,0,0.544984972,0.091145368,0.273436104,0.305592596,1
14/01/2016 18:00,0,0.546053657,0.091324099,0.273972297,0.306191846,1
14/01/2016 19:00,0,0.548747634,0.09177465,0.27532395,0.307702456,1
14/01/2016 20:00,0,0.553289547,0.092534257,0.27760277,0.310249269,1
14/01/2016 21:00,0,0.554825782,0.092791183,0.278373548,0.311110691,1
14/01/2016 22:00,0,0.55611711,0.093007149,0.279021448,0.311834785,1
14/01/2016 23:00,0,0.555716353,0.557640751,0.557640751,0.557640751,1
15/01/2016 00:00,0,0.553267283,0.555183199,0.555183199,0.5551832,1
15/01/2016 01:00,0,0.551619726,0.553529937,0.553529937,0.553529937,1
15/01/2016 02:00,0,0.549571413,0.551474531,0.551474531,0.551474531,1
15/01/2016 03:00,0,0.543404208,0.54528597,0.54528597,0.545285969,1
15/01/2016 04:00,0,0.543070244,0.090825142,0.272475424,0.30451894,1
